date,description,category,type,amount
2025-01-24,Les privat matematika,Education,expense,1880027
2025-03-13,Komisi tambahan,Salary,income,5973570
2025-10-07,Pendapatan tambahan kecil,Other Income,income,159507
2025-02-21,Denda keterlambatan kartu kredit,Other Expense,expense,265160
2025-09-02,Beli tiket bioskop XXI,Entertainment,expense,59162
2025-09-22,Bunga deposito bank,Other Income,income,122748
2025-02-01,Penjualan barang bekas,Other Income,income,302497
2025-06-02,Cek kesehatan rutin,Health & Medical,expense,887413
2025-09-19,Ngopi bareng teman di KFC,Food & Dining,expense,73144
2025-01-24,Beli obat flu di apotek,Health & Medical,expense,816898
2025-05-24,Gaji bulanan dari perusahaan,Salary,income,6935116
2025-03-04,Potongan layanan e-wallet,Other Expense,expense,328298
2024-12-28,Bayar SPP anak,Education,expense,1157485
2024-11-21,Refund tiket pesawat,Other Income,income,73433
2025-03-01,Bayar kursus Python online,Education,expense,2136448
2025-04-28,Denda keterlambatan kartu kredit,Other Expense,expense,476901
2025-09-19,Bonus proyek akhir tahun,Salary,income,14092825
2025-07-07,Pendapatan toko online,Business,income,2902819
2025-09-25,Beli vitamin C di Guardian,Health & Medical,expense,876777
2025-02-22,Ngopi bareng teman di KFC,Food & Dining,expense,167073
2024-11-28,Naik Transjakarta,Transportation,expense,39628
2025-05-04,Beli obat flu di apotek,Health & Medical,expense,638984
2025-04-23,Biaya transfer antar bank,Other Expense,expense,222848
2025-02-25,Bayar air PAM,Bills & Utilities,expense,655385
2025-04-13,Biaya transfer antar bank,Other Expense,expense,307634
2025-08-10,Beli skincare di Watsons,Shopping,expense,96455
2024-11-04,Pendapatan dari freelance,Salary,income,7164273
2024-12-10,Beli mainan anak di Gramedia,Shopping,expense,2704789
2025-06-24,Beli laptop di Tokopedia,Shopping,expense,3399383
2025-01-29,Refund tiket pesawat,Other Income,income,403772
2025-07-19,Pesan makanan lewat GrabFood,Food & Dining,expense,33533
2025-01-04,Bayar kursus Python online,Education,expense,4496820
2025-03-21,Naik Transjakarta,Transportation,expense,218756
2024-12-23,Pendapatan tambahan kecil,Other Income,income,494149
2025-01-23,Bayar SPP anak,Education,expense,4527394
2025-06-29,Pemasukan dari usaha laundry,Business,income,5837414
2025-09-10,Belanja baju di Zara,Shopping,expense,2540268
2024-11-06,Komisi reseller,Business,income,1280731
2025-03-15,Tunjangan makan bulanan,Salary,income,7376243
2025-07-29,Langganan Netflix Premium,Entertainment,expense,392464
2025-06-02,Les privat matematika,Education,expense,409966
2025-08-13,Konsultasi dokter gigi,Health & Medical,expense,486322
2025-04-20,Ngopi bareng teman di KFC,Food & Dining,expense,153025
2025-09-01,Beli kopi di Janji Jiwa,Food & Dining,expense,228763
2025-08-26,Les privat matematika,Education,expense,4425244
2024-11-23,Beli skincare di Watsons,Shopping,expense,1071954
2025-05-24,Komisi reseller,Business,income,1514683
2025-10-09,Pesan makanan lewat GrabFood,Food & Dining,expense,63030
2025-06-12,Cek kesehatan rutin,Health & Medical,expense,1208841
2025-07-03,Tunjangan makan bulanan,Salary,income,12492008
2024-12-08,Pendapatan toko online,Business,income,5608919
2025-03-26,Donasi ke gereja,Gift & Donation,expense,771762
2025-01-03,Zakat bulanan,Gift & Donation,expense,45921
2025-03-13,Pendapatan dari freelance,Salary,income,10763190
2024-12-12,Makan malam di Solaria,Food & Dining,expense,155219
2025-07-02,Beli tiket bioskop XXI,Entertainment,expense,772637
2025-03-02,Langganan Disney+,Entertainment,expense,267799
2025-04-01,Beli sepatu di Shopee,Shopping,expense,4489077
2025-07-10,Bayar kursus Python online,Education,expense,3076312
2024-12-24,Pendapatan tambahan kecil,Other Income,income,297232
2025-08-07,Pembayaran dari klien,Business,income,3644367
2025-02-27,Bayar tol Cikampek,Transportation,expense,207238
2025-04-19,Makan malam di Solaria,Food & Dining,expense,165371
2025-03-09,Penjualan barang bekas,Other Income,income,13487
2025-02-25,Penjualan barang bekas,Other Income,income,82002
2025-07-14,Naik Transjakarta,Transportation,expense,43216
2025-09-12,Tunjangan makan bulanan,Salary,income,12249200
2025-05-13,Beli mainan anak di Gramedia,Shopping,expense,3573487
2024-11-27,Les privat matematika,Education,expense,2417398
2024-12-13,Naik taksi Blue Bird,Transportation,expense,23650
2025-08-01,Bayar iuran RT,Bills & Utilities,expense,107504
2025-06-06,Bayar tagihan listrik,Bills & Utilities,expense,1684554
2025-08-09,Beli buku pelajaran,Education,expense,3206068
2025-10-04,Denda keterlambatan kartu kredit,Other Expense,expense,152744
2025-10-01,Nonton konser K-pop,Entertainment,expense,671248
2025-03-01,Pesan makanan lewat GrabFood,Food & Dining,expense,219238
2025-04-18,Donasi ke gereja,Gift & Donation,expense,308059
2025-08-06,Langganan Skillshare,Education,expense,3662258
2025-07-18,Pemasukan dari usaha laundry,Business,income,9630970
2024-12-27,Komisi reseller,Business,income,3091919
2025-09-07,Refund tiket pesawat,Other Income,income,66536
2025-07-16,Penjualan barang bekas,Other Income,income,149550
2024-12-09,Bonus proyek akhir tahun,Salary,income,8772703
2024-11-20,Nonton konser K-pop,Entertainment,expense,960348
2025-05-17,Beli tiket bioskop XXI,Entertainment,expense,469817
2025-05-11,Pembayaran dari klien,Business,income,1504089
2024-12-22,Bayar tagihan listrik,Bills & Utilities,expense,911724
2024-10-24,Sarapan di Warung Nasi Uduk,Food & Dining,expense,177997
2024-11-20,Tunjangan makan bulanan,Salary,income,9977042
2025-07-25,Donasi ke gereja,Gift & Donation,expense,88752
2025-09-28,Bayar SPP anak,Education,expense,838562
2025-01-24,Beli skincare di Watsons,Shopping,expense,133347
2025-09-10,Belanja baju di Zara,Shopping,expense,3723404
2025-04-05,Hadiah ulang tahun untuk teman,Gift & Donation,expense,562072
2025-05-25,Pesan makanan lewat GrabFood,Food & Dining,expense,82113
2024-10-29,Bonus proyek akhir tahun,Salary,income,19380065
2024-12-07,Donasi ke gereja,Gift & Donation,expense,242580
2025-03-25,Potongan layanan e-wallet,Other Expense,expense,48887
2025-05-04,Langganan Disney+,Entertainment,expense,193540
2025-06-26,Pesan makanan lewat GrabFood,Food & Dining,expense,147846
2025-04-01,Langganan Disney+,Entertainment,expense,806048
2025-05-05,Bonus proyek akhir tahun,Salary,income,9698307
2025-05-11,Ngopi bareng teman di KFC,Food & Dining,expense,128161
2025-05-04,Bayar iuran RT,Bills & Utilities,expense,612124
2025-04-16,Donasi ke gereja,Gift & Donation,expense,508474
2025-07-11,Pendapatan toko online,Business,income,3346771
2024-11-07,Belanja baju di Zara,Shopping,expense,1730603
2025-09-03,Beli vitamin C di Guardian,Health & Medical,expense,1648883
2025-08-10,Penjualan produk handmade,Business,income,4654241
2025-07-13,Beli kopi di Janji Jiwa,Food & Dining,expense,250022
2025-08-23,Cashback ShopeePay,Other Income,income,446534
2025-03-25,Pemasukan dari usaha laundry,Business,income,9858060
2025-04-18,Pesan makanan lewat GrabFood,Food & Dining,expense,212163
2024-11-01,Pendapatan tambahan kecil,Other Income,income,257265
2024-12-19,Beli mainan anak di Gramedia,Shopping,expense,3992010
2025-02-12,Bayar air PAM,Bills & Utilities,expense,189515
2025-02-09,Biaya admin bank,Other Expense,expense,199610
2025-05-16,Pendapatan tambahan kecil,Other Income,income,461264
2025-10-17,Penjualan barang bekas,Other Income,income,387455
2025-05-12,Bayar air PAM,Bills & Utilities,expense,1061683
2025-07-12,Denda keterlambatan kartu kredit,Other Expense,expense,255030
2024-11-26,Zakat bulanan,Gift & Donation,expense,530799
2024-12-17,Beli buku pelajaran,Education,expense,1402665
2025-07-21,Beli mainan anak di Gramedia,Shopping,expense,2561795
2025-10-09,Penjualan produk handmade,Business,income,721269
2025-10-20,Sumbangan ke yayasan yatim,Gift & Donation,expense,890044
2025-07-05,Gaji bulanan dari perusahaan,Salary,income,18050137
2025-04-05,Bayar tol Cikampek,Transportation,expense,112276
2025-01-22,Konsultasi dokter gigi,Health & Medical,expense,1684284
2025-10-02,Bayar air PAM,Bills & Utilities,expense,1955555
2025-10-09,Beli laptop di Tokopedia,Shopping,expense,3798214
2024-12-04,Penjualan barang bekas,Other Income,income,124089
2025-03-24,Beli bunga untuk ibu,Gift & Donation,expense,700766
2025-09-27,Bonus proyek akhir tahun,Salary,income,16728266
2025-09-19,Pendapatan tambahan kecil,Other Income,income,388814
2025-07-13,Pesan makanan lewat GrabFood,Food & Dining,expense,153849
2024-11-10,Beli bunga untuk ibu,Gift & Donation,expense,563620
2025-06-15,Beli tiket bioskop XXI,Entertainment,expense,756192
2024-12-15,Gaji bulanan dari perusahaan,Salary,income,8472104
2025-09-28,Makan malam di Solaria,Food & Dining,expense,96799
2025-07-31,Konsultasi dokter gigi,Health & Medical,expense,1050934
2025-02-04,Pemasukan dari usaha laundry,Business,income,8557115
2024-11-18,Bayar kursus Python online,Education,expense,4325865
2025-08-20,Pendapatan dari freelance,Salary,income,8816646
2025-07-16,Beli tiket bioskop XXI,Entertainment,expense,300024
2025-08-02,Naik taksi Blue Bird,Transportation,expense,236217
2025-02-08,Biaya transfer antar bank,Other Expense,expense,230450
2025-06-14,Isi bensin Pertalite,Transportation,expense,191498
2025-08-14,Beli buku pelajaran,Education,expense,4097572
2025-06-05,Biaya admin bank,Other Expense,expense,232777
2025-07-07,Komisi tambahan,Salary,income,6687031
2025-09-11,Ngopi bareng teman di KFC,Food & Dining,expense,289871
2024-11-11,Sarapan di Warung Nasi Uduk,Food & Dining,expense,119290
2025-04-23,Beli game di Steam,Entertainment,expense,921687
2025-06-02,Langganan Netflix Premium,Entertainment,expense,45600
2025-01-18,Pendapatan tambahan kecil,Other Income,income,18295
2025-08-11,Beli game di Steam,Entertainment,expense,603048
2025-02-19,Tunjangan makan bulanan,Salary,income,6575506
2025-06-07,Zakat bulanan,Gift & Donation,expense,178510
2025-01-28,Bayar SPP anak,Education,expense,555865
2025-06-18,Donasi ke gereja,Gift & Donation,expense,443571
2025-07-27,Bayar tagihan listrik,Bills & Utilities,expense,1164480
2025-03-25,Langganan Disney+,Entertainment,expense,395814
2025-06-22,Langganan internet Biznet,Bills & Utilities,expense,1786879
2025-03-12,Cashback ShopeePay,Other Income,income,89877
2025-03-05,Penarikan tunai ATM,Other Expense,expense,100817
2024-12-19,Beli bunga untuk ibu,Gift & Donation,expense,949579
2025-07-01,Pendapatan dari freelance,Salary,income,8767068
2024-12-20,Beli tiket bioskop XXI,Entertainment,expense,420931
2025-01-05,Komisi tambahan,Salary,income,13227258
2025-07-20,Tes darah di klinik,Health & Medical,expense,1800051
2025-03-26,Komisi tambahan,Salary,income,16508677
2025-06-12,Bonus proyek akhir tahun,Salary,income,5469479
2025-04-18,Sarapan di Warung Nasi Uduk,Food & Dining,expense,44035
2024-11-19,Beli mainan anak di Gramedia,Shopping,expense,2176670
2024-10-28,Beli buku pelajaran,Education,expense,2414810
2025-06-30,Beli laptop di Tokopedia,Shopping,expense,1949000
2024-12-01,Hadiah ulang tahun untuk teman,Gift & Donation,expense,928958
2025-05-13,Beli tiket bioskop XXI,Entertainment,expense,426377
2025-06-12,Beli sepatu di Shopee,Shopping,expense,4719923
2025-08-09,Nonton konser K-pop,Entertainment,expense,367283
2025-08-11,Bayar kursus Python online,Education,expense,4123352
2025-09-07,Pemasukan dari usaha laundry,Business,income,4805460
2025-08-17,Zakat bulanan,Gift & Donation,expense,44180
2025-08-04,Donasi ke gereja,Gift & Donation,expense,506550
2025-05-14,Les privat matematika,Education,expense,2005330
2025-05-07,Bayar SPP anak,Education,expense,3920383
2025-08-04,Langganan Disney+,Entertainment,expense,190789
2025-04-26,Langganan Netflix Premium,Entertainment,expense,971827
2025-09-07,Ngopi bareng teman di KFC,Food & Dining,expense,286312
2025-05-16,Beli laptop di Tokopedia,Shopping,expense,602040
2024-11-29,Beli vitamin C di Guardian,Health & Medical,expense,1912928
2025-08-14,Beli game di Steam,Entertainment,expense,872915
2024-11-13,Pembayaran dari klien,Business,income,8694837
2025-06-05,Sarapan di Warung Nasi Uduk,Food & Dining,expense,273832
2025-05-24,Beli obat flu di apotek,Health & Medical,expense,1714955
2025-10-08,Beli laptop di Tokopedia,Shopping,expense,4520140
2024-12-04,Cek kesehatan rutin,Health & Medical,expense,1730622
2025-04-19,Potongan layanan e-wallet,Other Expense,expense,181429
2025-01-23,Hadiah ulang tahun untuk teman,Gift & Donation,expense,563092
2025-09-02,Biaya admin bank,Other Expense,expense,169058
2025-07-23,Hadiah ulang tahun untuk teman,Gift & Donation,expense,127313
2024-12-12,Parkir di kantor,Transportation,expense,17031
2025-01-25,Langganan Netflix Premium,Entertainment,expense,222529
2024-12-15,Beli vitamin C di Guardian,Health & Medical,expense,257101
2025-05-01,Beli buku pelajaran,Education,expense,4523841
2024-10-27,Beli game di Steam,Entertainment,expense,860935
2025-01-23,Penarikan tunai ATM,Other Expense,expense,73391
2025-08-29,Komisi reseller,Business,income,8888647
2025-06-30,Ngopi bareng teman di KFC,Food & Dining,expense,291469
2025-10-10,Bayar SPP anak,Education,expense,1085682
2025-03-03,Sumbangan ke yayasan yatim,Gift & Donation,expense,75623
2024-12-13,Biaya transfer antar bank,Other Expense,expense,272277
2025-07-06,Isi bensin Pertalite,Transportation,expense,203740
2025-01-30,Beli game di Steam,Entertainment,expense,161573
2025-07-15,Langganan Netflix Premium,Entertainment,expense,428924
2025-07-02,Denda keterlambatan kartu kredit,Other Expense,expense,226133
2025-09-25,Bayar tagihan listrik,Bills & Utilities,expense,1768349
2025-10-21,Penjualan barang bekas,Other Income,income,309348
2025-02-21,Hadiah ulang tahun untuk teman,Gift & Donation,expense,973043
2024-11-30,Beli skincare di Watsons,Shopping,expense,91990
2024-12-22,Tunjangan makan bulanan,Salary,income,8880187
2024-12-24,Top up pulsa XL,Bills & Utilities,expense,1704026
2025-01-19,Langganan Netflix Premium,Entertainment,expense,304550
2025-05-12,Pesan makanan lewat GrabFood,Food & Dining,expense,282085
2025-06-02,Langganan Disney+,Entertainment,expense,706939
2025-01-09,Donasi ke gereja,Gift & Donation,expense,920726
2024-12-09,Cashback ShopeePay,Other Income,income,239312
2025-01-26,Naik Transjakarta,Transportation,expense,91761
2025-03-01,Bonus proyek akhir tahun,Salary,income,6875057
2025-03-25,Cashback ShopeePay,Other Income,income,11418
2025-07-17,Bayar SPP anak,Education,expense,3527788
2025-02-03,Bayar kursus Python online,Education,expense,3899048
2025-09-13,Beli mainan anak di Gramedia,Shopping,expense,635178
2025-07-26,Bonus proyek akhir tahun,Salary,income,11119438
2024-12-24,Pemasukan dari usaha laundry,Business,income,6705975
2025-05-19,Beli mainan anak di Gramedia,Shopping,expense,982003
2025-02-26,Pendapatan dari freelance,Salary,income,6034894
2025-03-31,Bayar kursus Python online,Education,expense,2391272
2025-05-19,Bayar kursus Python online,Education,expense,1673166
2025-09-06,Cek kesehatan rutin,Health & Medical,expense,192566
2025-03-06,Parkir di kantor,Transportation,expense,229791
2024-11-05,Zakat bulanan,Gift & Donation,expense,986010
2025-08-08,Refund tiket pesawat,Other Income,income,170271
2025-03-16,Hadiah ulang tahun untuk teman,Gift & Donation,expense,728286
2025-02-04,Pemasukan dari usaha laundry,Business,income,2292679
2025-02-27,Sumbangan ke yayasan yatim,Gift & Donation,expense,570492
2025-02-15,Parkir di kantor,Transportation,expense,34314
2025-08-12,Sarapan di Warung Nasi Uduk,Food & Dining,expense,198503
2025-08-08,Bayar tol Cikampek,Transportation,expense,93793
2025-07-04,Tunjangan makan bulanan,Salary,income,16038671
2025-06-02,Beli obat flu di apotek,Health & Medical,expense,782650
2025-08-16,Hadiah ulang tahun untuk teman,Gift & Donation,expense,663684
2025-02-08,Beli game di Steam,Entertainment,expense,126128
2025-08-08,Beli mainan anak di Gramedia,Shopping,expense,3249793
2025-03-18,Naik taksi Blue Bird,Transportation,expense,68729
2025-09-17,Beli obat flu di apotek,Health & Medical,expense,1884210
2025-03-12,Pembayaran dari klien,Business,income,1227577
2025-04-23,Naik Transjakarta,Transportation,expense,240598
2025-01-16,Belanja baju di Zara,Shopping,expense,4078578
2024-12-10,Donasi ke gereja,Gift & Donation,expense,726516
2025-05-21,Beli obat flu di apotek,Health & Medical,expense,171489
2024-11-11,Konsultasi dokter gigi,Health & Medical,expense,1087547
2024-12-10,Bayar SPP anak,Education,expense,2195697
2025-04-17,Makan malam di Solaria,Food & Dining,expense,247798
2025-05-18,Refund tiket pesawat,Other Income,income,419742
2024-12-25,Beli vitamin C di Guardian,Health & Medical,expense,338374
2025-05-05,Parkir di kantor,Transportation,expense,160838
2025-01-10,Pembayaran dari klien,Business,income,3428889
2025-02-20,Tunjangan makan bulanan,Salary,income,9226332
2025-10-05,Penjualan barang bekas,Other Income,income,246886
2025-05-10,Cek kesehatan rutin,Health & Medical,expense,1515825
2025-09-16,Beli mainan anak di Gramedia,Shopping,expense,1215488
2024-12-08,Naik taksi Blue Bird,Transportation,expense,38444
2025-04-24,Makan malam di Solaria,Food & Dining,expense,202900
2025-05-23,Langganan internet Biznet,Bills & Utilities,expense,1166403
2025-06-28,Bonus proyek akhir tahun,Salary,income,13435803
2025-05-23,Sumbangan ke yayasan yatim,Gift & Donation,expense,920123
2025-03-14,Beli obat flu di apotek,Health & Medical,expense,766595
2024-12-12,Pemasukan dari usaha laundry,Business,income,9174187
2025-06-19,Sumbangan ke yayasan yatim,Gift & Donation,expense,58397
2025-08-23,Pembayaran dari klien,Business,income,6949086
2024-12-22,Penarikan tunai ATM,Other Expense,expense,341503
2025-10-10,Pemasukan dari usaha laundry,Business,income,1280353
2025-06-28,Beli mainan anak di Gramedia,Shopping,expense,2526684
2025-01-05,Cashback ShopeePay,Other Income,income,343578
2025-03-03,Potongan layanan e-wallet,Other Expense,expense,213741
2025-05-02,Donasi ke gereja,Gift & Donation,expense,37205
2024-11-13,Bonus proyek akhir tahun,Salary,income,6999025
2025-08-02,Beli bunga untuk ibu,Gift & Donation,expense,445257
2025-04-18,Bayar iuran RT,Bills & Utilities,expense,1767065
2025-01-03,Biaya admin bank,Other Expense,expense,151671
2025-09-09,Refund tiket pesawat,Other Income,income,116172
2025-09-05,Zakat bulanan,Gift & Donation,expense,242323
2025-01-04,Pembayaran dari klien,Business,income,2634396
2025-09-28,Biaya transfer antar bank,Other Expense,expense,55178
2025-04-26,Hadiah ulang tahun untuk teman,Gift & Donation,expense,227770
2025-05-07,Beli mainan anak di Gramedia,Shopping,expense,818044
2025-04-15,Sumbangan ke yayasan yatim,Gift & Donation,expense,852279
2024-12-15,Bayar tagihan listrik,Bills & Utilities,expense,1707639
2025-03-18,Biaya admin bank,Other Expense,expense,356071
2025-05-20,Bayar tol Cikampek,Transportation,expense,232786
2025-08-17,Pendapatan tambahan kecil,Other Income,income,284439
2025-01-12,Langganan Disney+,Entertainment,expense,806115
2025-09-17,Biaya transfer antar bank,Other Expense,expense,284783
2025-04-18,Beli bunga untuk ibu,Gift & Donation,expense,971137
2025-08-10,Pemasukan dari usaha laundry,Business,income,7098272
2025-07-04,Beli sepatu di Shopee,Shopping,expense,3614829
2025-03-26,Beli bunga untuk ibu,Gift & Donation,expense,979659
2025-07-18,Hadiah ulang tahun untuk teman,Gift & Donation,expense,548506
2025-08-20,Bayar tagihan listrik,Bills & Utilities,expense,373725
2025-09-24,Bonus proyek akhir tahun,Salary,income,13073080
2025-06-03,Pemasukan dari usaha laundry,Business,income,3929103
2025-03-18,Bunga deposito bank,Other Income,income,333344
2024-10-27,Langganan Disney+,Entertainment,expense,158574
2025-01-27,Naik Transjakarta,Transportation,expense,190626
2024-11-21,Penarikan tunai ATM,Other Expense,expense,148991
2025-04-20,Penarikan tunai ATM,Other Expense,expense,165094
2025-05-10,Hadiah ulang tahun untuk teman,Gift & Donation,expense,408146
2025-04-20,Les privat matematika,Education,expense,2849899
2024-10-26,Penjualan produk handmade,Business,income,5309187
2025-09-26,Langganan Disney+,Entertainment,expense,991481
2025-07-22,Parkir di kantor,Transportation,expense,30264
2025-09-15,Beli bunga untuk ibu,Gift & Donation,expense,900466
2025-09-14,Biaya transfer antar bank,Other Expense,expense,479200
2025-09-28,Beli obat flu di apotek,Health & Medical,expense,732125
2025-07-13,Langganan Disney+,Entertainment,expense,825523
2025-06-27,Les privat matematika,Education,expense,289501
2025-01-11,Naik taksi Blue Bird,Transportation,expense,177598
2025-05-22,Beli bunga untuk ibu,Gift & Donation,expense,907441
2025-07-29,Cek kesehatan rutin,Health & Medical,expense,690692
2025-10-01,Top up pulsa XL,Bills & Utilities,expense,1929634
2025-04-06,Langganan Skillshare,Education,expense,4205014
2025-01-30,Naik taksi Blue Bird,Transportation,expense,248287
2025-05-26,Parkir di kantor,Transportation,expense,83324
2024-12-20,Pendapatan toko online,Business,income,6666484
2024-11-21,Biaya admin bank,Other Expense,expense,76955
2025-05-22,Hadiah ulang tahun untuk teman,Gift & Donation,expense,861611
2025-01-09,Bunga deposito bank,Other Income,income,93660
2025-04-15,Beli skincare di Watsons,Shopping,expense,2070327
2025-07-30,Konsultasi dokter gigi,Health & Medical,expense,413424
2024-12-10,Naik taksi Blue Bird,Transportation,expense,50545
2025-07-21,Penjualan produk handmade,Business,income,4299373
2025-04-16,Potongan layanan e-wallet,Other Expense,expense,475019
2025-05-11,Beli sepatu di Shopee,Shopping,expense,3603014
2025-03-17,Tes darah di klinik,Health & Medical,expense,942657
2025-04-11,Refund tiket pesawat,Other Income,income,492250
2025-01-12,Langganan Disney+,Entertainment,expense,141694
2025-06-04,Langganan Netflix Premium,Entertainment,expense,696249
2025-10-13,Beli obat flu di apotek,Health & Medical,expense,1412942
2024-10-22,Belanja baju di Zara,Shopping,expense,811440
2024-12-05,Beli game di Steam,Entertainment,expense,27014
2025-03-29,Beli sepatu di Shopee,Shopping,expense,2072214
2025-08-27,Langganan Disney+,Entertainment,expense,289447
2025-03-22,Beli laptop di Tokopedia,Shopping,expense,879653
2025-07-26,Pembayaran dari klien,Business,income,6204757
2025-02-23,Cek kesehatan rutin,Health & Medical,expense,1392387
2025-04-15,Beli sepatu di Shopee,Shopping,expense,1635358
2024-11-10,Bayar air PAM,Bills & Utilities,expense,952181
2025-03-25,Bayar air PAM,Bills & Utilities,expense,194128
2025-03-12,Komisi tambahan,Salary,income,16510953
2025-03-01,Pemasukan dari usaha laundry,Business,income,4056606
2025-07-19,Belanja baju di Zara,Shopping,expense,2372222
2025-07-15,Bayar tagihan listrik,Bills & Utilities,expense,961603
2025-07-13,Parkir di kantor,Transportation,expense,181273
2024-12-06,Langganan Netflix Premium,Entertainment,expense,879729
2025-08-29,Beli bunga untuk ibu,Gift & Donation,expense,498527
2024-11-19,Top up pulsa XL,Bills & Utilities,expense,391624
2024-10-22,Beli game di Steam,Entertainment,expense,72730
2024-10-26,Komisi tambahan,Salary,income,11954079
2025-04-29,Pendapatan toko online,Business,income,3706580
2025-03-17,Penjualan produk handmade,Business,income,6349194
2025-03-25,Beli laptop di Tokopedia,Shopping,expense,3713860
2025-10-22,Komisi tambahan,Salary,income,18107718
2025-04-12,Penarikan tunai ATM,Other Expense,expense,123877
2025-05-15,Bayar kursus Python online,Education,expense,1121833
2024-11-13,Beli game di Steam,Entertainment,expense,362007
2024-11-04,Naik Transjakarta,Transportation,expense,201255
2025-04-12,Ngopi bareng teman di KFC,Food & Dining,expense,111603
2025-02-27,Beli buku pelajaran,Education,expense,2379964
2025-07-18,Komisi tambahan,Salary,income,18431543
2025-06-17,Beli buku pelajaran,Education,expense,2772978
2025-06-15,Komisi reseller,Business,income,2455998
2025-01-01,Naik Transjakarta,Transportation,expense,56834
2024-11-02,Potongan layanan e-wallet,Other Expense,expense,164111
2025-06-13,Komisi reseller,Business,income,2282601
2025-01-20,Komisi reseller,Business,income,2936328
2025-10-06,Penjualan barang bekas,Other Income,income,178687
2025-02-23,Beli mainan anak di Gramedia,Shopping,expense,1548111
2025-09-27,Bayar kursus Python online,Education,expense,3453432
2024-12-10,Bayar tol Cikampek,Transportation,expense,121287
2024-11-08,Penjualan barang bekas,Other Income,income,208655
2025-10-18,Beli kopi di Janji Jiwa,Food & Dining,expense,40770
2024-12-08,Beli mainan anak di Gramedia,Shopping,expense,307414
2025-08-06,Donasi ke gereja,Gift & Donation,expense,672766
2024-12-23,Bayar air PAM,Bills & Utilities,expense,1157898
2024-12-17,Bayar air PAM,Bills & Utilities,expense,191927
2024-11-23,Refund tiket pesawat,Other Income,income,375740
2025-02-21,Refund tiket pesawat,Other Income,income,296485
2025-09-16,Donasi ke gereja,Gift & Donation,expense,879321
2025-01-13,Naik taksi Blue Bird,Transportation,expense,208694
2025-09-16,Ngopi bareng teman di KFC,Food & Dining,expense,135801
2025-10-08,Bayar iuran RT,Bills & Utilities,expense,152210
2025-10-02,Langganan Netflix Premium,Entertainment,expense,951729
2024-12-17,Denda keterlambatan kartu kredit,Other Expense,expense,120610
2025-02-24,Pendapatan tambahan kecil,Other Income,income,130453
2025-02-11,Pendapatan dari freelance,Salary,income,18729234
2024-12-28,Penjualan produk handmade,Business,income,8298293
2025-05-28,Penjualan barang bekas,Other Income,income,107542
2025-02-13,Beli tiket bioskop XXI,Entertainment,expense,923822
2024-11-28,Isi bensin Pertalite,Transportation,expense,156555
2024-12-25,Bayar tol Cikampek,Transportation,expense,180181
2025-07-03,Ngopi bareng teman di KFC,Food & Dining,expense,190210
2025-09-09,Langganan internet Biznet,Bills & Utilities,expense,1943135
2024-11-26,Naik taksi Blue Bird,Transportation,expense,93978
2025-08-11,Penjualan produk handmade,Business,income,2435696
2025-07-28,Penjualan produk handmade,Business,income,4797526
2025-10-03,Cashback ShopeePay,Other Income,income,274596
2024-11-01,Isi bensin Pertalite,Transportation,expense,165323
2024-10-29,Top up pulsa XL,Bills & Utilities,expense,283910
2025-05-01,Denda keterlambatan kartu kredit,Other Expense,expense,384975
2025-07-22,Les privat matematika,Education,expense,705745
2024-11-23,Beli kopi di Janji Jiwa,Food & Dining,expense,20399
2025-09-27,Hadiah ulang tahun untuk teman,Gift & Donation,expense,920487
2025-06-10,Langganan internet Biznet,Bills & Utilities,expense,213577
2024-11-11,Biaya admin bank,Other Expense,expense,203913
2024-12-17,Beli obat flu di apotek,Health & Medical,expense,1065137
2025-03-03,Penarikan tunai ATM,Other Expense,expense,422706
2025-10-20,Beli vitamin C di Guardian,Health & Medical,expense,1519852
2025-04-11,Makan malam di Solaria,Food & Dining,expense,47074
2025-05-28,Beli kopi di Janji Jiwa,Food & Dining,expense,193683
2025-06-17,Beli buku pelajaran,Education,expense,2831032
2025-02-14,Bayar kursus Python online,Education,expense,2425684
2025-02-05,Langganan internet Biznet,Bills & Utilities,expense,1831736
2025-08-09,Sarapan di Warung Nasi Uduk,Food & Dining,expense,243966
2024-10-28,Pendapatan dari freelance,Salary,income,17240770
2025-01-21,Konsultasi dokter gigi,Health & Medical,expense,288604
2025-01-12,Bayar air PAM,Bills & Utilities,expense,947010
2024-11-10,Refund tiket pesawat,Other Income,income,228278
2025-05-22,Bayar tagihan listrik,Bills & Utilities,expense,1263573
2025-04-06,Beli kopi di Janji Jiwa,Food & Dining,expense,211437
2025-04-02,Beli vitamin C di Guardian,Health & Medical,expense,1150641
2024-11-11,Sarapan di Warung Nasi Uduk,Food & Dining,expense,99735
2025-03-22,Cashback ShopeePay,Other Income,income,228969
2025-07-10,Parkir di kantor,Transportation,expense,118079
2025-06-03,Beli vitamin C di Guardian,Health & Medical,expense,1033655
2025-07-13,Komisi reseller,Business,income,813285
2025-05-04,Sarapan di Warung Nasi Uduk,Food & Dining,expense,279270
2025-09-06,Isi bensin Pertalite,Transportation,expense,181222
2025-08-16,Pendapatan tambahan kecil,Other Income,income,499302
2025-06-24,Beli mainan anak di Gramedia,Shopping,expense,845757
2024-12-10,Pembayaran dari klien,Business,income,2978673
2025-07-11,Naik taksi Blue Bird,Transportation,expense,131763
