date,description,category,type
2025-08-06,Isi bensin di SPBU Pertamina,Transportation,expense
2025-07-26,Dinner di restoran Jepang,Food & Dining,expense
2025-06-30,Belanja baju di H&M,Shopping,expense
2024-11-19,Gaji Bulanan PT Astra,Salary,income
2025-02-11,Beli jajanan di Indomaret,Food & Dining,expense
2025-06-23,Pendapatan tambahan dari klien,Salary,income
2025-09-01,Tunjangan transportasi kantor,Salary,income
2025-04-14,Beli kopi di Starbucks,Food & Dining,expense
2025-04-05,Nonton di XXI Mall of Indonesia,Entertainment,expense
2025-01-05,Gaji Bulanan PT Astra,Salary,income
2024-12-17,Isi bensin di SPBU Pertamina,Transportation,expense
2025-04-26,Tes antigen di klinik terdekat,Health & Medical,expense
2025-10-17,Tunjangan transportasi kantor,Salary,income
2025-08-18,Beli game di Steam,Entertainment,expense
2025-03-25,Tunjangan transportasi kantor,Salary,income
2025-01-10,Belanja baju di H&M,Shopping,expense
2025-09-14,Beli game di Steam,Entertainment,expense
2025-01-19,Top up pulsa Telkomsel,Bills & Utilities,expense
2025-10-12,Langganan Spotify Premium,Entertainment,expense
2025-02-13,Tiket KRL Bekasi-Jakarta,Transportation,expense
2025-01-19,Langganan Spotify Premium,Entertainment,expense
2025-10-09,Top up pulsa Telkomsel,Bills & Utilities,expense
2025-01-20,Belanja baju di H&M,Shopping,expense
2025-10-16,Langganan Netflix bulanan,Entertainment,expense
2025-08-08,Parkir di Mall Kelapa Gading,Transportation,expense
2025-08-26,Bonus akhir tahun,Salary,income
2025-02-12,Beli hadiah ulang tahun,Shopping,expense
2024-12-14,Langganan Spotify Premium,Entertainment,expense
2025-04-09,Bayar tagihan air PDAM,Bills & Utilities,expense
2025-02-20,Langganan Netflix bulanan,Entertainment,expense
2025-01-15,Beli gadget di Shopee,Shopping,expense
2025-10-19,Langganan Netflix bulanan,Entertainment,expense
2025-06-07,Beli tiket konser musik,Entertainment,expense
2025-02-06,Tunjangan transportasi kantor,Salary,income
2025-04-19,Makan siang di Warteg Bu Siti,Food & Dining,expense
2024-10-22,Beli sepatu di Tokopedia,Shopping,expense
2025-06-03,Gaji proyek freelance,Salary,income
2025-01-15,Beli game di Steam,Entertainment,expense
2025-05-03,Langganan internet Indihome,Bills & Utilities,expense
2025-05-02,Beli hadiah ulang tahun,Shopping,expense
2025-08-13,Gaji proyek freelance,Salary,income
2025-01-13,Nonton di XXI Mall of Indonesia,Entertainment,expense
2024-11-08,Pembayaran tagihan PLN,Bills & Utilities,expense
2025-04-03,Beli sepatu di Tokopedia,Shopping,expense
2024-11-28,Beli sepatu di Tokopedia,Shopping,expense
2025-05-02,Belanja baju di H&M,Shopping,expense
2025-07-29,Makan siang di Warteg Bu Siti,Food & Dining,expense
2025-08-22,Tunjangan transportasi kantor,Salary,income
2025-10-17,Parkir di Mall Kelapa Gading,Transportation,expense
2025-09-21,Gaji proyek freelance,Salary,income
2025-06-01,Beli jajanan di Indomaret,Food & Dining,expense
2024-12-12,Makan siang di Warteg Bu Siti,Food & Dining,expense
2025-01-27,Belanja baju di H&M,Shopping,expense
2025-07-25,Bayar iuran kebersihan bulanan,Bills & Utilities,expense
2025-03-23,Beli gadget di Shopee,Shopping,expense
2024-11-16,Makan siang di Warteg Bu Siti,Food & Dining,expense
2025-07-30,Bayar iuran kebersihan bulanan,Bills & Utilities,expense
2025-01-08,Beli vitamin di Guardian,Health & Medical,expense
2024-10-23,Tunjangan transportasi kantor,Salary,income
2025-03-21,Pembayaran tagihan PLN,Bills & Utilities,expense
2025-06-24,Tes antigen di klinik terdekat,Health & Medical,expense
2024-11-04,Makan siang di Warteg Bu Siti,Food & Dining,expense
2025-09-13,Beli kopi di Starbucks,Food & Dining,expense
2025-06-21,Beli sepatu di Tokopedia,Shopping,expense
2025-03-28,Beli obat di apotek Kimia Farma,Health & Medical,expense
2025-06-20,Beli vitamin di Guardian,Health & Medical,expense
2024-12-07,Top up pulsa Telkomsel,Bills & Utilities,expense
2025-05-08,Langganan Spotify Premium,Entertainment,expense
2025-05-05,Pesan makanan lewat GoFood,Food & Dining,expense
2025-06-07,Belanja baju di H&M,Shopping,expense
2025-06-04,Tunjangan transportasi kantor,Salary,income
2025-02-14,Top up pulsa Telkomsel,Bills & Utilities,expense
2025-08-06,Cek kesehatan di RS Hermina,Health & Medical,expense
2025-10-13,Bonus akhir tahun,Salary,income
2024-12-04,Langganan Netflix bulanan,Entertainment,expense
2025-07-26,Beli tiket konser musik,Entertainment,expense
2025-02-15,Bayar iuran kebersihan bulanan,Bills & Utilities,expense
2025-05-08,Naik Gojek ke kantor,Transportation,expense
2025-05-24,Tes antigen di klinik terdekat,Health & Medical,expense
2025-08-11,Parkir di Mall Kelapa Gading,Transportation,expense
2025-03-24,Dinner di restoran Jepang,Food & Dining,expense
2025-10-22,Gaji proyek freelance,Salary,income
2025-08-10,Pendapatan tambahan dari klien,Salary,income
2025-10-03,Bayar tol JORR,Transportation,expense
2024-12-22,Isi bensin di SPBU Pertamina,Transportation,expense
2025-01-18,Beli vitamin di Guardian,Health & Medical,expense
2025-01-28,Beli kopi di Starbucks,Food & Dining,expense
2025-05-26,Makan siang di Warteg Bu Siti,Food & Dining,expense
2025-02-02,Gaji proyek freelance,Salary,income
2025-08-22,Biaya konsultasi dokter umum,Health & Medical,expense
2024-11-25,Beli gadget di Shopee,Shopping,expense
2025-08-02,Gaji proyek freelance,Salary,income
2025-04-06,Bayar iuran kebersihan bulanan,Bills & Utilities,expense
2025-07-15,Cek kesehatan di RS Hermina,Health & Medical,expense
2025-10-15,Pembayaran tagihan PLN,Bills & Utilities,expense
2025-07-16,Bayar tol JORR,Transportation,expense
2024-12-18,Beli vitamin di Guardian,Health & Medical,expense
2025-01-05,Bayar tagihan air PDAM,Bills & Utilities,expense
2025-08-16,Bayar tol JORR,Transportation,expense
2024-12-15,Beli obat di apotek Kimia Farma,Health & Medical,expense
2025-03-17,Naik Gojek ke kantor,Transportation,expense
2025-04-16,Tes antigen di klinik terdekat,Health & Medical,expense
2025-05-06,Top up pulsa Telkomsel,Bills & Utilities,expense
2025-08-10,Beli game di Steam,Entertainment,expense
2024-11-10,Parkir di Mall Kelapa Gading,Transportation,expense
2025-05-16,Pesan makanan lewat GoFood,Food & Dining,expense
2025-08-29,Beli jajanan di Indomaret,Food & Dining,expense
2024-11-10,Beli game di Steam,Entertainment,expense
2025-10-10,Top up pulsa Telkomsel,Bills & Utilities,expense
2025-06-22,Makan siang di Warteg Bu Siti,Food & Dining,expense
2024-11-01,Beli gadget di Shopee,Shopping,expense
2025-03-30,Beli gadget di Shopee,Shopping,expense
2025-10-13,Pesan jam tangan Casio online,Shopping,expense
2025-02-15,Langganan Netflix bulanan,Entertainment,expense
2025-06-05,Pesan makanan lewat GoFood,Food & Dining,expense
2025-03-08,Cek kesehatan di RS Hermina,Health & Medical,expense
2025-08-27,Beli game di Steam,Entertainment,expense
2025-01-26,Langganan Netflix bulanan,Entertainment,expense
2025-05-18,Bayar tagihan air PDAM,Bills & Utilities,expense
2025-07-13,Beli game di Steam,Entertainment,expense
2024-11-19,Cek kesehatan di RS Hermina,Health & Medical,expense
2024-11-24,Isi bensin di SPBU Pertamina,Transportation,expense
2025-05-16,Beli hadiah ulang tahun,Shopping,expense
2025-08-09,Beli jajanan di Indomaret,Food & Dining,expense
2025-01-28,Bonus akhir tahun,Salary,income
2024-11-20,Biaya konsultasi dokter umum,Health & Medical,expense
2025-06-12,Makan siang di Warteg Bu Siti,Food & Dining,expense
2025-10-17,Tunjangan transportasi kantor,Salary,income
2025-04-28,Pesan makanan lewat GoFood,Food & Dining,expense
2025-07-07,Beli vitamin di Guardian,Health & Medical,expense
2025-10-05,Pembayaran tagihan PLN,Bills & Utilities,expense
2025-04-30,Bonus akhir tahun,Salary,income
2025-06-07,Bayar iuran kebersihan bulanan,Bills & Utilities,expense
2025-08-18,Dinner di restoran Jepang,Food & Dining,expense
2025-04-16,Tiket KRL Bekasi-Jakarta,Transportation,expense
2025-10-09,Pesan makanan lewat GoFood,Food & Dining,expense
2024-11-05,Tunjangan transportasi kantor,Salary,income
2025-01-13,Pembayaran tagihan PLN,Bills & Utilities,expense
2025-02-08,Tes antigen di klinik terdekat,Health & Medical,expense
2025-09-18,Biaya konsultasi dokter umum,Health & Medical,expense
2025-03-08,Beli kopi di Starbucks,Food & Dining,expense
2025-07-11,Beli game di Steam,Entertainment,expense
2025-06-21,Gaji Bulanan PT Astra,Salary,income
2025-08-25,Beli kopi di Starbucks,Food & Dining,expense
2025-02-13,Beli obat di apotek Kimia Farma,Health & Medical,expense
2025-03-27,Beli hadiah ulang tahun,Shopping,expense
2025-05-26,Beli tiket konser musik,Entertainment,expense
2025-06-14,Top up pulsa Telkomsel,Bills & Utilities,expense
2025-06-17,Belanja baju di H&M,Shopping,expense
2025-09-06,Beli hadiah ulang tahun,Shopping,expense
2024-12-13,Bayar iuran kebersihan bulanan,Bills & Utilities,expense
2025-09-26,Pendapatan tambahan dari klien,Salary,income
2025-08-05,Cek kesehatan di RS Hermina,Health & Medical,expense
2025-08-29,Langganan Spotify Premium,Entertainment,expense
2025-10-07,Beli gadget di Shopee,Shopping,expense
2024-11-23,Gaji proyek freelance,Salary,income
2025-09-14,Beli gadget di Shopee,Shopping,expense
2025-03-04,Beli gadget di Shopee,Shopping,expense
2025-01-26,Beli tiket konser musik,Entertainment,expense
2025-02-22,Beli jajanan di Indomaret,Food & Dining,expense
2025-05-16,Pendapatan tambahan dari klien,Salary,income
2025-10-05,Beli tiket konser musik,Entertainment,expense
2025-09-22,Makan siang di Warteg Bu Siti,Food & Dining,expense
2025-03-03,Top up pulsa Telkomsel,Bills & Utilities,expense
2025-05-08,Langganan internet Indihome,Bills & Utilities,expense
2025-08-16,Langganan Netflix bulanan,Entertainment,expense
2025-01-27,Langganan Spotify Premium,Entertainment,expense
2025-10-08,Belanja baju di H&M,Shopping,expense
2025-09-30,Parkir di Mall Kelapa Gading,Transportation,expense
2025-03-24,Beli hadiah ulang tahun,Shopping,expense
2025-09-23,Biaya konsultasi dokter umum,Health & Medical,expense
2025-03-21,Isi bensin di SPBU Pertamina,Transportation,expense
2024-12-26,Gaji proyek freelance,Salary,income
2025-08-04,Beli tiket konser musik,Entertainment,expense
2025-10-05,Biaya konsultasi dokter umum,Health & Medical,expense
2025-02-12,Beli sepatu di Tokopedia,Shopping,expense
2025-03-28,Belanja baju di H&M,Shopping,expense
2025-04-30,Top up pulsa Telkomsel,Bills & Utilities,expense
2025-03-21,Beli hadiah ulang tahun,Shopping,expense
2025-06-19,Pembayaran tagihan PLN,Bills & Utilities,expense
2025-08-15,Pendapatan tambahan dari klien,Salary,income
2025-06-20,Naik Gojek ke kantor,Transportation,expense
2024-12-22,Beli jajanan di Indomaret,Food & Dining,expense
2025-07-20,Beli vitamin di Guardian,Health & Medical,expense
2024-11-18,Pesan jam tangan Casio online,Shopping,expense
2024-12-31,Biaya konsultasi dokter umum,Health & Medical,expense
2025-05-19,Pesan makanan lewat GoFood,Food & Dining,expense
2025-01-03,Parkir di Mall Kelapa Gading,Transportation,expense
2024-12-02,Belanja baju di H&M,Shopping,expense
2025-09-10,Top up pulsa Telkomsel,Bills & Utilities,expense
2025-09-11,Pesan makanan lewat GoFood,Food & Dining,expense
2025-06-10,Gaji Bulanan PT Astra,Salary,income
2025-01-16,Belanja baju di H&M,Shopping,expense
2025-06-29,Isi bensin di SPBU Pertamina,Transportation,expense
2024-12-27,Beli obat di apotek Kimia Farma,Health & Medical,expense
2025-09-11,Parkir di Mall Kelapa Gading,Transportation,expense
2025-05-29,Langganan internet Indihome,Bills & Utilities,expense
2024-10-24,Langganan internet Indihome,Bills & Utilities,expense
2025-02-01,Pendapatan tambahan dari klien,Salary,income
2024-10-29,Beli tiket konser musik,Entertainment,expense
2025-01-27,Beli hadiah ulang tahun,Shopping,expense
2025-09-07,Gaji Bulanan PT Astra,Salary,income
2025-02-14,Nonton di XXI Mall of Indonesia,Entertainment,expense
2025-03-30,Beli tiket konser musik,Entertainment,expense
2025-05-06,Makan siang di Warteg Bu Siti,Food & Dining,expense
2025-03-27,Bayar tol JORR,Transportation,expense
2024-11-14,Makan siang di Warteg Bu Siti,Food & Dining,expense
2025-06-12,Beli gadget di Shopee,Shopping,expense
2025-08-23,Langganan Spotify Premium,Entertainment,expense
2025-06-01,Tiket KRL Bekasi-Jakarta,Transportation,expense
2025-04-15,Nonton di XXI Mall of Indonesia,Entertainment,expense
2025-01-26,Top up pulsa Telkomsel,Bills & Utilities,expense
2024-10-31,Dinner di restoran Jepang,Food & Dining,expense
2024-12-28,Beli kopi di Starbucks,Food & Dining,expense
2025-08-19,Makan siang di Warteg Bu Siti,Food & Dining,expense
2024-12-24,Isi bensin di SPBU Pertamina,Transportation,expense
2025-05-02,Beli sepatu di Tokopedia,Shopping,expense
2025-07-22,Beli tiket konser musik,Entertainment,expense
2025-08-22,Naik Gojek ke kantor,Transportation,expense
2025-09-21,Gaji Bulanan PT Astra,Salary,income
2024-11-15,Beli obat di apotek Kimia Farma,Health & Medical,expense
2025-05-23,Langganan Netflix bulanan,Entertainment,expense
2024-12-24,Langganan internet Indihome,Bills & Utilities,expense
2025-06-21,Tiket KRL Bekasi-Jakarta,Transportation,expense
2025-02-04,Nonton di XXI Mall of Indonesia,Entertainment,expense
2025-03-25,Langganan Netflix bulanan,Entertainment,expense
2025-09-26,Pembayaran tagihan PLN,Bills & Utilities,expense
2025-09-05,Tiket KRL Bekasi-Jakarta,Transportation,expense
2025-05-24,Isi bensin di SPBU Pertamina,Transportation,expense
2025-07-10,Beli obat di apotek Kimia Farma,Health & Medical,expense
2024-12-21,Langganan Spotify Premium,Entertainment,expense
2024-12-15,Beli sepatu di Tokopedia,Shopping,expense
2025-08-29,Bayar tagihan air PDAM,Bills & Utilities,expense
2025-07-16,Pesan makanan lewat GoFood,Food & Dining,expense
2025-10-17,Pesan makanan lewat GoFood,Food & Dining,expense
2025-01-12,Top up pulsa Telkomsel,Bills & Utilities,expense
2025-07-03,Pendapatan tambahan dari klien,Salary,income
2025-04-09,Dinner di restoran Jepang,Food & Dining,expense
2024-10-28,Makan siang di Warteg Bu Siti,Food & Dining,expense
2024-12-17,Langganan Netflix bulanan,Entertainment,expense
2025-09-29,Tes antigen di klinik terdekat,Health & Medical,expense
2024-12-07,Bayar tagihan air PDAM,Bills & Utilities,expense
2024-11-29,Tes antigen di klinik terdekat,Health & Medical,expense
2025-03-02,Langganan Netflix bulanan,Entertainment,expense
2025-06-12,Nonton di XXI Mall of Indonesia,Entertainment,expense
2025-06-16,Beli gadget di Shopee,Shopping,expense
2025-01-19,Gaji Bulanan PT Astra,Salary,income
2025-03-19,Beli obat di apotek Kimia Farma,Health & Medical,expense
2025-05-28,Beli gadget di Shopee,Shopping,expense
2024-12-09,Langganan Netflix bulanan,Entertainment,expense
2024-10-26,Beli obat di apotek Kimia Farma,Health & Medical,expense
2025-09-26,Biaya konsultasi dokter umum,Health & Medical,expense
2025-04-08,Nonton di XXI Mall of Indonesia,Entertainment,expense
2025-09-05,Pesan jam tangan Casio online,Shopping,expense
2025-04-30,Beli sepatu di Tokopedia,Shopping,expense
2025-01-23,Cek kesehatan di RS Hermina,Health & Medical,expense
2025-05-14,Gaji proyek freelance,Salary,income
2025-05-07,Top up pulsa Telkomsel,Bills & Utilities,expense
2025-05-25,Beli game di Steam,Entertainment,expense
2024-12-18,Nonton di XXI Mall of Indonesia,Entertainment,expense
2025-01-11,Makan siang di Warteg Bu Siti,Food & Dining,expense
2025-08-20,Gaji proyek freelance,Salary,income
2025-10-04,Bayar iuran kebersihan bulanan,Bills & Utilities,expense
2025-08-30,Bayar tagihan air PDAM,Bills & Utilities,expense
2025-08-31,Top up pulsa Telkomsel,Bills & Utilities,expense
2025-06-26,Bonus akhir tahun,Salary,income
2025-05-20,Pembayaran tagihan PLN,Bills & Utilities,expense
2024-11-23,Pembayaran tagihan PLN,Bills & Utilities,expense
2024-10-28,Beli gadget di Shopee,Shopping,expense
2025-08-13,Langganan Spotify Premium,Entertainment,expense
2025-02-13,Langganan Spotify Premium,Entertainment,expense
2025-07-14,Beli tiket konser musik,Entertainment,expense
2024-12-09,Bayar tol JORR,Transportation,expense
2025-06-25,Bayar tagihan air PDAM,Bills & Utilities,expense
2025-01-06,Pesan jam tangan Casio online,Shopping,expense
2025-08-31,Tes antigen di klinik terdekat,Health & Medical,expense
2025-09-16,Gaji Bulanan PT Astra,Salary,income
2025-06-19,Beli jajanan di Indomaret,Food & Dining,expense
2025-01-14,Beli vitamin di Guardian,Health & Medical,expense
2025-04-04,Gaji proyek freelance,Salary,income
2025-03-13,Pesan makanan lewat GoFood,Food & Dining,expense
2025-02-13,Pendapatan tambahan dari klien,Salary,income
2025-05-16,Parkir di Mall Kelapa Gading,Transportation,expense
2024-12-01,Biaya konsultasi dokter umum,Health & Medical,expense
2025-08-11,Langganan internet Indihome,Bills & Utilities,expense
2025-07-04,Pembayaran tagihan PLN,Bills & Utilities,expense
2024-12-21,Top up pulsa Telkomsel,Bills & Utilities,expense
2024-12-13,Pembayaran tagihan PLN,Bills & Utilities,expense
2024-11-09,Langganan internet Indihome,Bills & Utilities,expense
2024-10-22,Bayar tol JORR,Transportation,expense
2025-08-27,Beli obat di apotek Kimia Farma,Health & Medical,expense
2025-07-09,Tiket KRL Bekasi-Jakarta,Transportation,expense
2025-09-22,Isi bensin di SPBU Pertamina,Transportation,expense
2025-04-14,Beli game di Steam,Entertainment,expense
2025-02-13,Beli sepatu di Tokopedia,Shopping,expense
2025-04-09,Beli vitamin di Guardian,Health & Medical,expense
2025-08-25,Bayar tol JORR,Transportation,expense
2025-06-10,Top up pulsa Telkomsel,Bills & Utilities,expense
2025-09-24,Gaji Bulanan PT Astra,Salary,income
2025-04-14,Makan siang di Warteg Bu Siti,Food & Dining,expense
2025-07-29,Beli gadget di Shopee,Shopping,expense
2025-10-16,Tiket KRL Bekasi-Jakarta,Transportation,expense
2025-01-14,Gaji Bulanan PT Astra,Salary,income
2025-05-19,Bayar tagihan air PDAM,Bills & Utilities,expense
2025-08-30,Tunjangan transportasi kantor,Salary,income
2024-12-22,Beli kopi di Starbucks,Food & Dining,expense
2025-02-09,Beli vitamin di Guardian,Health & Medical,expense
2025-04-13,Bayar tagihan air PDAM,Bills & Utilities,expense
2024-11-14,Gaji proyek freelance,Salary,income
2024-12-24,Langganan Spotify Premium,Entertainment,expense
2025-06-13,Beli vitamin di Guardian,Health & Medical,expense
2025-07-07,Langganan Spotify Premium,Entertainment,expense
2024-10-24,Dinner di restoran Jepang,Food & Dining,expense
2025-08-01,Naik Gojek ke kantor,Transportation,expense
2025-06-26,Bayar iuran kebersihan bulanan,Bills & Utilities,expense
2025-10-11,Isi bensin di SPBU Pertamina,Transportation,expense
2024-12-26,Isi bensin di SPBU Pertamina,Transportation,expense
2025-09-23,Gaji proyek freelance,Salary,income
2025-04-04,Bayar tol JORR,Transportation,expense
2025-05-24,Parkir di Mall Kelapa Gading,Transportation,expense
2025-03-11,Isi bensin di SPBU Pertamina,Transportation,expense
2025-03-21,Top up pulsa Telkomsel,Bills & Utilities,expense
2024-12-31,Bayar tagihan air PDAM,Bills & Utilities,expense
2025-10-15,Bayar iuran kebersihan bulanan,Bills & Utilities,expense
2025-03-24,Langganan Spotify Premium,Entertainment,expense
2025-03-31,Tes antigen di klinik terdekat,Health & Medical,expense
2025-09-10,Langganan Spotify Premium,Entertainment,expense
2025-02-06,Beli kopi di Starbucks,Food & Dining,expense
2025-10-08,Tiket KRL Bekasi-Jakarta,Transportation,expense
2025-10-20,Belanja baju di H&M,Shopping,expense
2025-07-06,Nonton di XXI Mall of Indonesia,Entertainment,expense
2025-10-20,Tiket KRL Bekasi-Jakarta,Transportation,expense
2025-08-05,Tunjangan transportasi kantor,Salary,income
2025-08-10,Bayar iuran kebersihan bulanan,Bills & Utilities,expense
2025-10-02,Beli game di Steam,Entertainment,expense
2025-03-17,Langganan Spotify Premium,Entertainment,expense
2024-10-28,Beli vitamin di Guardian,Health & Medical,expense
2024-11-03,Naik Gojek ke kantor,Transportation,expense
2024-11-18,Bayar tagihan air PDAM,Bills & Utilities,expense
2025-02-01,Langganan Netflix bulanan,Entertainment,expense
2025-03-17,Belanja baju di H&M,Shopping,expense
2025-01-04,Beli tiket konser musik,Entertainment,expense
2025-10-10,Beli obat di apotek Kimia Farma,Health & Medical,expense
2025-02-03,Cek kesehatan di RS Hermina,Health & Medical,expense
2024-11-07,Tes antigen di klinik terdekat,Health & Medical,expense
2024-12-13,Pesan jam tangan Casio online,Shopping,expense
2025-02-13,Bayar tol JORR,Transportation,expense
2025-05-09,Langganan Spotify Premium,Entertainment,expense
2025-10-13,Beli jajanan di Indomaret,Food & Dining,expense
2025-05-05,Beli sepatu di Tokopedia,Shopping,expense
2025-10-07,Langganan internet Indihome,Bills & Utilities,expense
2024-11-18,Beli hadiah ulang tahun,Shopping,expense
2025-02-02,Tunjangan transportasi kantor,Salary,income
2025-02-14,Parkir di Mall Kelapa Gading,Transportation,expense
2025-08-19,Beli tiket konser musik,Entertainment,expense
2025-01-30,Bayar tol JORR,Transportation,expense
2025-03-21,Biaya konsultasi dokter umum,Health & Medical,expense
2025-10-06,Bayar tagihan air PDAM,Bills & Utilities,expense
2025-01-18,Bonus akhir tahun,Salary,income
2024-12-22,Langganan Spotify Premium,Entertainment,expense
2025-05-29,Pembayaran tagihan PLN,Bills & Utilities,expense
2025-03-06,Beli hadiah ulang tahun,Shopping,expense
2025-08-17,Beli kopi di Starbucks,Food & Dining,expense
2024-10-24,Cek kesehatan di RS Hermina,Health & Medical,expense
2025-10-20,Pesan jam tangan Casio online,Shopping,expense
2025-01-08,Makan siang di Warteg Bu Siti,Food & Dining,expense
2024-11-17,Beli hadiah ulang tahun,Shopping,expense
2025-09-25,Tes antigen di klinik terdekat,Health & Medical,expense
2025-08-11,Pesan jam tangan Casio online,Shopping,expense
2024-11-28,Tiket KRL Bekasi-Jakarta,Transportation,expense
2025-07-18,Cek kesehatan di RS Hermina,Health & Medical,expense
2025-07-15,Beli kopi di Starbucks,Food & Dining,expense
2025-01-11,Pendapatan tambahan dari klien,Salary,income
2025-07-23,Bayar iuran kebersihan bulanan,Bills & Utilities,expense
2025-04-18,Pembayaran tagihan PLN,Bills & Utilities,expense
2025-09-26,Beli kopi di Starbucks,Food & Dining,expense
2025-04-24,Beli gadget di Shopee,Shopping,expense
2025-09-03,Belanja baju di H&M,Shopping,expense
2025-08-05,Parkir di Mall Kelapa Gading,Transportation,expense
2024-12-19,Beli obat di apotek Kimia Farma,Health & Medical,expense
2025-06-07,Beli tiket konser musik,Entertainment,expense
2025-09-05,Beli jajanan di Indomaret,Food & Dining,expense
2025-10-06,Makan siang di Warteg Bu Siti,Food & Dining,expense
2024-12-19,Pesan jam tangan Casio online,Shopping,expense
2025-07-25,Top up pulsa Telkomsel,Bills & Utilities,expense
2024-11-03,Beli tiket konser musik,Entertainment,expense
2025-07-12,Tiket KRL Bekasi-Jakarta,Transportation,expense
2025-06-07,Tes antigen di klinik terdekat,Health & Medical,expense
2025-03-22,Pembayaran tagihan PLN,Bills & Utilities,expense
2025-04-04,Nonton di XXI Mall of Indonesia,Entertainment,expense
2024-12-10,Naik Gojek ke kantor,Transportation,expense
2025-07-22,Beli jajanan di Indomaret,Food & Dining,expense
2025-02-06,Gaji Bulanan PT Astra,Salary,income
2025-10-07,Nonton di XXI Mall of Indonesia,Entertainment,expense
2025-02-04,Pembayaran tagihan PLN,Bills & Utilities,expense
2025-09-18,Parkir di Mall Kelapa Gading,Transportation,expense
2025-10-08,Beli obat di apotek Kimia Farma,Health & Medical,expense
2025-06-14,Makan siang di Warteg Bu Siti,Food & Dining,expense
2024-11-10,Beli tiket konser musik,Entertainment,expense
2024-11-18,Gaji Bulanan PT Astra,Salary,income
2025-08-03,Pesan makanan lewat GoFood,Food & Dining,expense
2025-02-15,Pendapatan tambahan dari klien,Salary,income
2025-05-08,Pesan jam tangan Casio online,Shopping,expense
2025-05-31,Langganan internet Indihome,Bills & Utilities,expense
2025-05-09,Beli sepatu di Tokopedia,Shopping,expense
2025-07-22,Langganan Netflix bulanan,Entertainment,expense
2024-11-23,Pendapatan tambahan dari klien,Salary,income
2024-11-14,Tes antigen di klinik terdekat,Health & Medical,expense
2025-04-23,Langganan Netflix bulanan,Entertainment,expense
2025-03-19,Naik Gojek ke kantor,Transportation,expense
2025-08-28,Cek kesehatan di RS Hermina,Health & Medical,expense
2025-06-03,Tunjangan transportasi kantor,Salary,income
2025-09-25,Langganan internet Indihome,Bills & Utilities,expense
2025-01-10,Gaji proyek freelance,Salary,income
2024-12-30,Isi bensin di SPBU Pertamina,Transportation,expense
2025-07-28,Beli game di Steam,Entertainment,expense
2025-03-23,Belanja baju di H&M,Shopping,expense
2024-10-27,Beli tiket konser musik,Entertainment,expense
2025-01-02,Bayar tol JORR,Transportation,expense
2024-10-24,Gaji Bulanan PT Astra,Salary,income
2025-05-11,Bayar tol JORR,Transportation,expense
2024-12-04,Bayar tol JORR,Transportation,expense
2025-04-16,Belanja baju di H&M,Shopping,expense
2025-09-17,Dinner di restoran Jepang,Food & Dining,expense
2025-01-02,Tes antigen di klinik terdekat,Health & Medical,expense
2025-02-12,Beli kopi di Starbucks,Food & Dining,expense
2025-01-29,Tiket KRL Bekasi-Jakarta,Transportation,expense
2025-09-30,Bonus akhir tahun,Salary,income
2024-11-18,Tes antigen di klinik terdekat,Health & Medical,expense
2025-06-15,Tes antigen di klinik terdekat,Health & Medical,expense
2024-11-28,Langganan Spotify Premium,Entertainment,expense
2025-02-27,Beli sepatu di Tokopedia,Shopping,expense
2025-08-15,Bonus akhir tahun,Salary,income
2025-04-22,Top up pulsa Telkomsel,Bills & Utilities,expense
2024-12-12,Beli kopi di Starbucks,Food & Dining,expense
2024-11-26,Beli hadiah ulang tahun,Shopping,expense
2025-06-27,Pesan makanan lewat GoFood,Food & Dining,expense
2025-09-02,Top up pulsa Telkomsel,Bills & Utilities,expense
2025-10-12,Beli tiket konser musik,Entertainment,expense
2025-08-07,Isi bensin di SPBU Pertamina,Transportation,expense
2025-04-01,Tiket KRL Bekasi-Jakarta,Transportation,expense
2024-10-24,Bayar tagihan air PDAM,Bills & Utilities,expense
2025-02-12,Belanja baju di H&M,Shopping,expense
2025-03-12,Beli game di Steam,Entertainment,expense
2024-12-29,Cek kesehatan di RS Hermina,Health & Medical,expense
2025-06-24,Beli tiket konser musik,Entertainment,expense
2025-04-23,Langganan internet Indihome,Bills & Utilities,expense
2025-06-28,Cek kesehatan di RS Hermina,Health & Medical,expense
2025-01-19,Naik Gojek ke kantor,Transportation,expense
2024-12-02,Langganan Spotify Premium,Entertainment,expense
2025-01-01,Cek kesehatan di RS Hermina,Health & Medical,expense
2025-03-05,Isi bensin di SPBU Pertamina,Transportation,expense
2024-11-29,Langganan Netflix bulanan,Entertainment,expense
2025-09-10,Pendapatan tambahan dari klien,Salary,income
2025-08-14,Pendapatan tambahan dari klien,Salary,income
2025-02-07,Bayar iuran kebersihan bulanan,Bills & Utilities,expense
2025-03-04,Pendapatan tambahan dari klien,Salary,income
2025-06-20,Bayar tol JORR,Transportation,expense
2025-04-27,Nonton di XXI Mall of Indonesia,Entertainment,expense
2025-08-19,Bayar tagihan air PDAM,Bills & Utilities,expense
2024-12-29,Beli tiket konser musik,Entertainment,expense
2025-07-10,Bayar iuran kebersihan bulanan,Bills & Utilities,expense
2025-04-26,Gaji proyek freelance,Salary,income
2025-09-26,Naik Gojek ke kantor,Transportation,expense
2025-10-07,Beli jajanan di Indomaret,Food & Dining,expense
2025-01-01,Beli jajanan di Indomaret,Food & Dining,expense
